nick	n_matches	Assassin_avg_kda	Assassin_avg_dmg	Assassin_avg_wr	Assassin_var_kda	Assassin_var_dmg	Assassin_var_wr	Assassin_weight	Fighter_avg_kda	Fighter_avg_dmg	Fighter_avg_wr	Fighter_var_kda	Fighter_var_dmg	Fighter_var_wr	Fighter_weight	Mage_avg_kda	Mage_avg_dmg	Mage_avg_wr	Mage_var_kda	Mage_var_dmg	Mage_var_wr	Mage_weight	Marksman_avg_kda	Marksman_avg_dmg	Marksman_avg_wr	Marksman_var_kda	Marksman_var_dmg	Marksman_var_wr	Marksman_weight	Support_avg_kda	Support_avg_dmg	Support_avg_wr	Support_var_kda	Support_var_dmg	Support_var_wr	Support_weight	Tank_avg_kda	Tank_avg_dmg	Tank_avg_wr	Tank_var_kda	Tank_var_dmg	Tank_var_wr	Tank_weight	Assassin_avg_goldEarned	Assassin_avg_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_avg_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_goldEarned	Assassin_var_totalDamageTaken	Assassin_var_totalMinionsKilled	Assassin_var_visionScore	Assassin_var_visionWardsBoughtInGame	Fighter_avg_goldEarned	Fighter_avg_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_avg_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_goldEarned	Fighter_var_totalDamageTaken	Fighter_var_totalMinionsKilled	Fighter_var_visionScore	Fighter_var_visionWardsBoughtInGame	Mage_avg_goldEarned	Mage_avg_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_avg_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_goldEarned	Mage_var_totalDamageTaken	Mage_var_totalMinionsKilled	Mage_var_visionScore	Mage_var_visionWardsBoughtInGame	Marksman_avg_goldEarned	Marksman_avg_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_avg_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_goldEarned	Marksman_var_totalDamageTaken	Marksman_var_totalMinionsKilled	Marksman_var_visionScore	Marksman_var_visionWardsBoughtInGame	Support_avg_goldEarned	Support_avg_totalDamageTaken	Support_avg_totalMinionsKilled	Support_avg_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_goldEarned	Support_var_totalDamageTaken	Support_var_totalMinionsKilled	Support_var_visionScore	Support_var_visionWardsBoughtInGame	Tank_avg_goldEarned	Tank_avg_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_avg_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_goldEarned	Tank_var_totalDamageTaken	Tank_var_totalMinionsKilled	Tank_var_visionScore	Tank_var_visionWardsBoughtInGame	solo_q_tier	solo_q_division	flex_tier	flex_division
AllaNPC	58	2.85925925926	137812.666667	0.0	1.18529492455	1118661928.22	0.0	3	4.19878979857	1181367.5416700002	0.5	0.256250083056	606232852974.0	0.0821428571429	24	3.0551948051899998	453219.25	0.75	0.33549607859700004	27346067859.7	0.0625	12	3.1959064327499997	338229.0	0.33333333333299997	1.12079785233	23016200741.3	0.0972222222222	6	7.125	324739.0	1.0	0.0	0.0	0.0	3	2.94615384615	447722.4	0.4	0.0766863905325	20545552903.8	0.09	5	8773.4	42868613.44	19795.4	269497327.04	94.4	6414.64	6.4	163.84	2.6	5.44	14084.166666699999	17759333.2222	26431.9166667	92621798.4931	184.75	2390.85416667	16.2083333333	275.74826388900004	1.625	0.901041666667	12174.0	26588984.9333	20571.8666667	196588703.449	153.0	4398.66666667	6.06666666667	119.528888889	2.26666666667	2.8622222222200002	12450.5	20020392.5833	17811.6666667	44369478.8889	164.5	2508.91666667	3.5	61.25	1.16666666667	0.472222222222	10541.5	32667017.25	12466.75	61600380.6875	126.0	5130.5	6.0	108.0	1.25	0.6875	12883.75	4016514.6875	33873.75	48588678.6875	175.25	2435.1875	23.75	39.1875	1.75	0.6875	BRONZE	II	nan	nan	
Alukario	177	1.53333333333	121854.4	0.2	0.9952623456790001	2668261128.64	0.16	5	1.8490178450799999	712082.157895	0.385964912281	0.403864692513	354427113422.0	0.07411330183039999	57	1.8930855735299998	1173460.78125	0.5625	0.817361996848	819937115136.0	0.07421875	32	1.74040506245	321166.1	0.4	0.44810698363000007	26826086687.1	0.059166666666699994	20	2.11227272727	65849.5454545	0.45454545454499995	0.869833471074	2678732073.34	0.202479338843	11	2.80480759981	250398.2	0.6	1.6472400424	39269059377.5	0.14	15	10621.5714286	43926185.9592	25620.8571429	224682884.837	75.7142857143	4444.34693878	0.0	0.0	1.0	0.8571428571430001	10811.2318841	16960160.9607	29225.5072464	169324974.134	67.8405797101	2544.24994749	1.6666666666699999	53.0338164251	1.0	0.608695652174	11883.090909100001	14903339.4766	21910.6969697	95680092.0294	112.575757576	1701.63820018	1.54545454545	48.0661157025	0.9393939393940001	0.48117539026600004	10638.862068999999	20146585.7051	20557.5172414	96130191.0773	109.551724138	2527.90249703	1.0	28.0	1.1034482758600002	0.575505350773	9939.92307692	8944373.14793	23770.4615385	136665994.864	41.3076923077	1268.36686391	0.0	0.0	1.6153846153799998	1.92899408284	9751.10526316	20624530.1994	24962.473684200002	164091651.723	63.3157894737	1743.90027701	0.0	0.0	1.0	1.15789473684	BRONZE	V	BRONZE	IV	
AlyssonLoL123	334	2.31814117014	1236994.71111	0.4	0.274217832419	673101555055.0	0.0480555555556	45	2.0349179938599997	959873.1298700001	0.480519480519	0.443675088856	626210608230.0	0.058229324787800005	77	2.4964150256099997	2057295.36735	0.591836734694	0.195819493593	2600789583290.0	0.0324309315563	49	2.5649452465500002	1458163.02564	0.5128205128209999	0.314790591627	509030879088.0	0.023835939701299998	78	2.0	88517.0	0.5	0.0	0.0	0.0	2	3.55402948302	624924.21875	0.53125	4.014928363380001	205013866273.0	0.05356785141940001	32	11348.796296299999	25990529.2363	21254.4259259	104468080.615	130.555555556	4024.50617284	0.888888888889	12.2839506173	0.111111111111	0.20987654321	11393.25	23257114.1399	27008.226190499998	234780693.532	119.773809524	5306.05598073	3.2619047619	60.217120181400006	0.107142857143	0.23852040816300002	12556.470588200002	18617139.7785	21473.6470588	127231940.30700001	164.862745098	3196.54978854	2.43137254902	27.617839292600003	0.156862745098	0.249903883122	11438.742857100002	30462542.4196	18025.580952400003	100703677.12	147.838095238	5647.81188209	0.771428571429	13.4906122449	0.00952380952381	0.009433106575959999	9062.5	7803642.25	22075.5	4316006.25	31.0	144.0	0.0	0.0	0.0	0.0	8867.73684211	19265876.4571	20551.210526299998	154380424.061	71.3421052632	2899.11980609	0.605263157895	6.23891966759	0.131578947368	0.27216066481999995	BRONZE	IV	SILVER	IV	
Alzin	195	2.63550420168	86653.5	0.5	7.3057425176	1727926948.58	0.25	6	2.29947863827	696707.685714	0.6	0.7001808387109999	312133050894.0	0.13047619047599998	35	1.84921920185	388571.0	0.470588235294	0.368584136043	42437239004.2	0.14913494809699998	17	2.06507405514	5197033.80808	0.434343434343	0.306728822317	14293039076600.0	0.034085078782000004	99	1.44674319345	121243.16666700001	0.33333333333299997	0.36294454695600004	2986130416.81	0.0972222222222	12	2.7607070707099997	109588.66666700001	0.444444444444	7.95568076727	1412298927.56	0.191358024691	9	8690.71428571	25857375.3469	17002.0	119142520.57100001	80.8571428571	4766.12244898	0.0	0.0	0.0	0.0	11470.6285714	20821397.5478	25835.028571400002	145625462.599	122.285714286	5324.83265306	0.0	0.0	0.171428571429	0.199183673469	10303.4210526	24893591.928000003	16116.578947400001	94686674.6648	133.89473684200001	5589.25207756	0.0	0.0	0.47368421052599996	0.35457063711900005	12276.1769912	23906676.9775	20249.2035398	88213963.1887	168.946902655	4214.43965855	0.15044247787599999	1.79152635289	0.238938053097	0.217244889968	9371.08333333	12074028.9097	24319.0	150384133.5	46.9166666667	461.07638888900004	0.0	0.0	0.416666666667	0.24305555555599997	10364.6666667	7219536.888889999	28139.777777799998	59815043.283999994	60.4444444444	344.02469135800004	0.0	0.0	1.0	0.666666666667	BRONZE	IV	BRONZE	III	
AnjoBlack1999	107	1.4107142857100001	89750.3333333	0.33333333333299997	0.468324829932	967127181.5560001	0.222222222222	3	2.34740473022	873993.25	0.625	0.31908996957400004	227370389979.0	0.0270833333333	32	2.1748251748299996	285063.333333	0.666666666667	0.156486869774	1273745040.22	0.222222222222	3	3.98018922558	1258693.0	0.694444444444	1.41164863058	188057179558.0	0.0542638688472	36	2.0423976608200003	158213.5	0.33333333333299997	0.100554444102	2490577211.25	0.022222222222199998	6	3.43125	145824.25	0.75	0.0253515625	2752163410.19	0.0625	4	9992.33333333	15311054.8889	19681.6666667	7668198.22222	90.3333333333	8756.22222222	0.0	0.0	1.0	0.666666666667	11211.1538462	23531378.3353	27716.948717900003	267903541.53599998	79.358974359	4533.20447074	0.0	0.0	0.589743589744	0.395792241946	12147.25	43087272.1875	17451.75	145295931.188	170.75	9590.1875	0.0	0.0	2.0	4.5	13887.934782600001	26926041.4523	19934.3478261	96793077.2268	180.913043478	5186.12287335	0.0	0.0	1.41304347826	1.6772211720200003	9435.42857143	5004125.67347	24145.1428571	19749324.4082	45.285714285699996	343.632653061	0.0	0.0	1.42857142857	1.10204081633	11291.875	40188997.3594	39095.875	767137763.859	87.125	7411.609375	0.0	0.0	0.75	0.9375	BRONZE	I	SILVER	V	
AnjoYce	377	1.90092773437	4440896.21875	0.625	0.201463296413	614657959603.0	0.00453629032258	32	2.3510690787	3235480.35714	0.511904761905	0.45606473880599996	3982265872050.0	0.025859943758200003	168	2.64426010679	763278.0	0.608695652174	2.7623744694	82426153482.0	0.025624868725099996	23	2.26310275814	3095601.56818	0.46590909090899996	0.0909800158551	3556843881010.0	0.0102305838101	88	2.3154761904799996	123958.71428599999	0.428571428571	0.385841836735	1239246045.92	0.07346938775510001	7	3.4327949555900004	614118.074074	0.407407407407	2.3619010274	219013101952.0	0.058710562414300005	27	12151.742857100002	24476841.0482	26212.2571429	169741477.391	151.74285714299998	4867.61959184	3.45714285714	46.0195918367	0.0	0.0	12088.1311475	22566554.0265	32120.3497268	245687086.992	132.699453552	6828.232076199999	4.8306010929	82.34835319060001	0.0273224043716	0.0265758905909	10071.0384615	17290558.6524	14477.0	64222958.2308	114.26923076899999	2439.19674556	5.692307692309999	63.7514792899	0.115384615385	0.10207100591700001	11982.8829787	23679578.2948	19371.3297872	70047818.6466	166.893617021	4747.20144862	5.52127659574	75.8665685831	0.0212765957447	0.0208239022182	7629.2	11984521.36	16577.6	88050005.84	31.7	246.21	2.6	60.84	0.1	0.09	9592.4137931	18750732.5874	21634.758620700002	171693525.7	90.7931034483	4756.71581451	10.5862068966	126.725326992	0.0344827586207	0.0332936979786	BRONZE	II	SILVER	V	
ArchMikami	136	1.8040598290599998	153220.166667	0.33333333333299997	0.938178921031	2208858347.81	0.222222222222	6	1.91039394025	453376.84615399997	0.576923076923	0.5213413682329999	81500378404.6	0.08199492814880001	26	1.9264314632700001	423666.230769	0.5	0.347145308732	21979911018.9	0.0628205128205	26	1.7805641229700002	738119.173913	0.521739130435	0.013701658503100001	112367014972.0	0.031411468179	23	1.85656773552	222635.31818200002	0.45454545454499995	0.321585535165	3984277221.76	0.0913682277319	22	1.8729046838999999	201502.76923099998	0.46153846153800004	0.482769945153	14471691431.4	0.13313609467499998	13	8194.125	23312399.8594	18102.0	258956526.5	81.875	1977.359375	0.0	0.0	0.0	0.0	11004.0322581	15825232.2893	31759.129032300003	237737126.17700002	93.70967741940001	4941.88345473	0.16129032258099998	0.780437044745	0.0	0.0	12519.5862069	15436124.1736	21515.034482799998	70570870.4471	162.03448275899999	4922.10225922	0.551724137931	4.1783590963099995	0.103448275862	0.0927467300832	10856.266666700001	23702219.0622	19193.7666667	98771291.7789	127.866666667	3093.84888889	2.2	22.4266666667	0.0333333333333	0.032222222222199996	10122.190476200001	4533979.01134	23057.571428599997	89379715.483	19.1428571429	165.360544218	0.0	0.0	0.190476190476	0.439909297052	10652.411764700002	19251007.301	31508.0	183753961.412	78.5294117647	3651.77854671	0.0	0.0	0.0588235294118	0.05536332179930001	BRONZE	II	BRONZE	III	
AszA	259	1.67606837607	137597.0	0.0	1.60302578713	5076836188.67	0.0	3	2.5247522319	204634.642857	0.5714285714289999	1.50741720575	5665392137.8	0.17346938775499998	14	1.55532509014	3441314.71028	0.392523364486	0.069155371198	2531668007070.0	0.0055989564101400005	107	3.31000268792	699410.071429	0.678571428571	0.634297125672	92233014252.6	0.09489795918369999	28	2.50314465409	1976605.0	0.489361702128	0.0	0.0	0.0	47	2.26262626263	703441.153846	0.38461538461499994	1.64326669963	236886945671.0	0.09245562130179999	13	12596.0	22780140.5	31241.5	148615578.75	93.5	2242.25	0.0	0.0	0.0	0.0	11284.9411765	19590066.526	28140.7647059	189583876.651	66.1176470588	2591.28027682	1.11764705882	19.9861591696	0.470588235294	0.484429065744	10086.787878799998	18232022.652	17932.8939394	67910534.3221	85.31060606060001	3928.274736	1.09090909091	29.2341597796	1.03787878788	0.824322773186	13254.272727299998	25361252.865	19423.1212121	72720531.3792	159.30303030299999	3246.87786961	1.9090909090900001	32.6280991736	0.272727272727	0.258953168044	10167.36	12554435.1904	18362.42	77197604.8436	29.28	333.6416	1.58	75.1236	1.52	1.1296	9516.34782609	22903292.1399	26762.2608696	233896610.193	123.565217391	5555.28922495	2.0869565217400003	32.427221171999996	0.5652173913040001	0.593572778828	BRONZE	V	BRONZE	II	
AwmSuper2	70	1.2	87597.0	0.0	0.0	441882441.0	0.0	2	1.64336585074	376252.714286	0.428571428571	0.306291548463	23711280359.9	0.102040816327	7	2.24404761905	200624.8	0.6	1.8207766439900002	12118361602.6	0.14	5	2.15644797758	976051.833333	0.33333333333299997	0.453560042444	122018015495.0	0.056795634920600004	24	3.19333721834	136892.75	0.583333333333	11.0428839177	2858219117.69	0.0652777777778	12	2.38291191097	585363.0	0.428571428571	0.630983534903	107255848467.0	0.102040816327	14	10411.0	5956904.666669999	20454.0	41206580.6667	130.0	4690.66666667	0.0	0.0	1.6666666666699999	0.888888888889	11646.25	25154227.1875	26953.625	253722476.98400003	92.125	6391.859375	0.0	0.0	1.875	1.859375	11609.0	20973022.0	14981.4	32398141.44	167.2	6825.36	0.0	0.0	1.8	2.56	12803.259259299999	23509891.8217	19852.3333333	70385942.963	188.222222222	4982.24691358	0.0	0.0	1.14814814815	0.941015089163	10210.9166667	11050797.2431	22998.9166667	100423275.076	42.25	736.354166667	0.0	0.0	3.66666666667	3.38888888889	10390.0666667	11331247.9289	28846.0	243008255.067	83.8	2997.76	0.0	0.0	2.33333333333	3.95555555556	BRONZE	II	SILVER	V	
BL4CKL1GHT	201	2.30158730159	215476.0	0.33333333333299997	0.8062484252959999	8182274888.0	0.0555555555556	3	2.25433644822	762606.694915	0.525423728814	0.455387893997	159942546441.0	0.0331039703059	59	4.275216450219999	3009240.06061	0.7272727272730001	0.616957281535	1628156614360.0	0.027752270176499998	33	2.62979288856	1313110.09375	0.4375	0.59644432123	722261332937.0	0.0801711309524	32	2.42966139552	704736.964286	0.357142857143	0.069694545717	66061695152.6	0.028698979591799997	28	1.9017241379299998	235109.81818200002	0.181818181818	0.501037725651	28281521887.2	0.0881542699725	11	15766.0	13552690.6667	41166.0	187353652.667	83.6666666667	808.2222222219999	0.0	0.0	1.33333333333	3.55555555556	9999.52777778	17644776.9715	24265.972222200002	152734445.99899998	105.805555556	4209.29552469	1.34722222222	30.3933256173	0.138888888889	0.175154320988	11216.0	23632531.4211	19948.5	151262616.618	128.0	3533.94736842	0.0	0.0	0.052631578947400004	0.0498614958449	12088.736842100001	26267580.1939	18582.2631579	67831264.5097	159.052631579	5825.20775623	2.3421052631599997	49.277700831000004	0.026315789473700002	0.0256232686981	9575.46666667	13490866.1822	22950.9333333	133286252.329	38.1	935.9566666669999	2.8	64.2266666667	0.233333333333	0.31222222222199997	7461.85	17895808.9275	22927.9	307038846.79	66.9	3740.69	2.0	26.1	0.15	0.1275	BRONZE	IV	BRONZE	IV	
Bacon Sedutor	191	2.53833333333	303168.2	0.4	1.51555833333	28708462649.8	0.04	10	3.6743637373199998	1618454.68254	0.52380952381	3.78799927254	1604581367610.0	0.0761904761905	63	3.15200786565	2844998.825	0.7	0.007251748989810001	1341580417940.0	0.014741379310299998	40	2.7974174326099996	1256066.35484	0.387096774194	0.358437942293	378112041986.0	0.0226791288836	31	1.4347826087	50714.0	0.2	0.0	0.0	0.0	5	3.11522227772	414426.35	0.45	1.4807395278600002	119459525861.0	0.07805555555560001	20	9611.63636364	13381365.8678	18869.272727300002	65123458.7438	87.0909090909	2374.44628099	0.0	0.0	0.363636363636	0.595041322314	11374.2028986	29575665.2342	30950.6666667	361953572.367	129.173913043	6920.34656585	0.159420289855	1.7282083595900002	0.17391304347800002	0.28859483301800004	11840.9782609	22661623.8039	16217.2391304	83077116.0515	141.543478261	3169.85680529	1.15217391304	20.0855387524	0.08695652173910001	0.122873345936	11880.8181818	28511437.2397	19154.7575758	128865506.608	150.93939393899998	4016.11753903	1.57575757576	18.7291092746	0.0	0.0	4341.0	5752948.2857099995	9123.28571429	41037726.7755	8.0	28.285714285700003	0.0	0.0	0.0	0.0	9004.24	12094603.7824	23836.76	130447220.34200001	48.56	1699.2864	0.84	9.0144	0.12	0.1056	BRONZE	IV	BRONZE	V	
Bacsspace	118	1.58888888889	102162.333333	0.666666666667	0.204691358025	833355393.5560001	0.222222222222	3	1.7954825120400002	1086114.1458299998	0.541666666667	0.23140873874600001	607919370661.0	0.0656746031746	48	1.95932132384	388767.6	0.4	0.156008530707	10137984697.2	0.05333333333330001	10	1.9394158249900002	685290.228571	0.428571428571	0.418453297973	121146807089.0	0.0887074829932	35	1.6758168693000002	107779.625	0.375	0.0485974205563	3544156369.98	0.084375	8	1.98387369132	130430.88888900001	0.33333333333299997	1.08714729625	2440286812.32	0.138888888889	9	10499.6666667	7509584.22222	26451.3333333	18403722.8889	45.0	1152.0	0.0	0.0	0.0	0.0	11189.94	13336664.0964	29562.86	166988649.0	59.12	3614.1056	0.0	0.0	0.1	0.09	11602.909090899999	21320620.0826	19730.0909091	64757270.6281	95.0	2134.36363636	0.0	0.0	0.363636363636	0.231404958678	11787.621621600001	15902550.2893	21298.027027	68091245.5398	143.62162162200002	2424.34331629	0.0	0.0	0.135135135135	0.170927684441	9185.375	3812809.7343800003	26417.25	19871122.9375	27.625	104.984375	0.0	0.0	0.25	0.1875	10867.2222222	4334006.83951	33844.444444400004	85613262.2469	33.0	138.444444444	0.0	0.0	0.222222222222	0.172839506173	BRONZE	I	BRONZE	I	
BaganaBagana	400	1.91417417417	454341.55555600004	0.444444444444	0.517850533416	40406828842.9	0.033950617284	9	2.5499260286700003	2436779.88496	0.45132743362800004	1.44467371625	4019047691870.0	0.051156118878699995	113	3.8181818181800002	177669.0	0.4	7.33249586777	10918065126.0	0.24	5	3.1195107701399998	8401185.26263	0.535353535354	0.204137366374	24912691418000.0	0.022191637301500002	99	3.25097753079	299838.615385	0.46153846153800004	1.22486091437	20997505789.9	0.00605276134122	26	2.81136533458	1478200.32773	0.47899159663900004	0.18838178633299998	1096608106770.0	0.0220188979283	119	11850.4545455	14125347.3388	28157.8181818	119423205.785	117.909090909	4543.53719008	4.54545454545	73.33884297520001	1.45454545455	1.88429752066	11234.766666700001	21567896.8789	30952.2583333	259438295.825	67.8666666667	5189.93222222	5.408333333330001	125.308263889	1.2833333333299999	1.81972222222	9168.0	51388239.6667	11791.0	112115332.66700001	119.5	10762.25	0.0	0.0	0.5	0.583333333333	12884.209523799998	32334429.7656	18458.5142857	110382405.793	201.80952381	8414.64943311	6.29523809524	75.88426303850001	0.314285714286	0.38693877551	8976.20689655	9244669.7503	17775.0689655	55035857.5815	32.2068965517	345.68133174800005	5.20689655172	194.508917955	1.5517241379299997	1.07491082045	9800.15503876	13693932.9062	23631.3953488	152001419.29299998	60.7131782946	3116.35959377	3.82945736434	135.83138032600002	1.9302325581400002	2.2974580854499997	BRONZE	II	BRONZE	I	
Batat4 Lok4	100	2.58399559319	1027878.1666700001	0.458333333333	0.320682853434	162163130063.0	0.0388888888889	24	2.69269179894	160095.5	0.25	5.33188663859	21168295226.1	0.1875	12	2.4752284752300002	307416.444444	0.5	0.89672410027	32197238281.0	0.143518518519	18	3.4931182122	417965.789474	0.47368421052599996	1.86394235445	34086042658.0	0.122991689751	19	3.68048245614	169153.285714	0.714285714286	3.89529202667	11036587346.8	0.132653061224	14	3.0603479853500004	164599.833333	0.5	1.80645696642	5319005305.81	0.166666666667	6	12825.9583333	19780906.7899	22821.7083333	95708681.7899	149.66666666700002	3363.05555556	0.0	0.0	0.666666666667	0.555555555556	9507.53846154	28239789.4793	24070.692307700003	347098210.982	113.846153846	9222.59171598	0.0	0.0	0.38461538461499994	0.390532544379	12136.368421100002	25334952.2327	19175.0	82228138.8421	143.631578947	5011.49584488	0.0	0.0	1.0	0.8421052631579999	12713.1	18847060.59	18461.15	64867673.1275	157.35	2564.4275	0.0	0.0	0.6	0.34	10526.625	21553221.8594	18987.9375	156363600.434	54.6875	2372.58984375	0.0	0.0	0.5625	0.49609375	9682.5	13792173.0	23094.875	103201172.109	106.0	4568.75	0.0	0.0	0.375	0.484375	BRONZE	I	nan	nan	
Bernardo ARG	79	2.0429004806999997	624660.7272729999	0.45454545454499995	0.6854545450730001	111604850641.0	0.050964187327800003	11	2.01776190476	270833.5	0.4	1.80162222449	69305392277.1	0.173333333333	10	1.93333333333	149760.4	0.6	2.8622222222200002	20636925635.4	0.24	5	2.46112237999	1521094.14286	0.666666666667	0.420925616911	794200923127.0	0.07426303854880001	21	1.98484848485	91471.0	0.0	1.10238751148	2454762312.0	0.0	3	1.63888888889	82922.3333333	0.666666666667	0.00617283950617	259524950.222	0.0555555555556	3	13313.923076899999	9206448.99408	25353.5384615	94256586.2485	176.692307692	1071.75147929	2.53846153846	41.9408284024	0.0	0.0	10096.25	32692889.9375	25093.4375	263223880.996	133.3125	6931.46484375	0.75	8.4375	0.0	0.0	10437.888888899999	33188082.7654	17414.4444444	110976005.58	131.555555556	6355.35802469	0.0	0.0	0.0	0.0	12383.233333299999	33312202.5789	19491.4666667	92321898.2489	162.233333333	5548.97888889	3.1	57.49	0.0	0.0	8688.0	49601792.6667	26678.0	417105992.0	66.6666666667	4312.88888889	5.666666666669999	64.2222222222	0.0	0.0	11037.5	7344227.0	32581.125	209860440.10900003	130.0	2467.5	2.375	18.484375	0.0	0.0	BRONZE	III	BRONZE	V	
Biielzeraah	822	2.58243881722	2372095.28571	0.40476190476199997	0.229072524512	810371433405.0	0.0161678004535	42	2.6456443035099997	8351589.333330001	0.539944903581	0.188674275672	6903128662300.0	0.00150908439729	363	2.56018558871	4819877.77901	0.46408839779	0.061292773045800004	3924334434350.0	0.014802246007399999	181	2.1109159804799997	1346776.44444	0.259259259259	0.355819088391	372444197896.0	0.0130315500686	27	2.8440366972500004	6303899.0	0.380952380952	0.0	0.0	0.0	21	3.0462913271099996	3254500.92222	0.444444444444	0.0814388023978	2389442928530.0	0.00872096986943	90	10972.090909100001	13537957.4008	19955.4090909	72192223.5599	93.88636363639999	3749.0552685999996	2.2954545454499997	12.889979338800002	0.0454545454545	0.0433884297521	11833.9061785	18396708.1125	25741.7070938	191590059.905	140.892448513	5410.48500018	1.27231121281	11.136372919200001	0.0640732265446	0.0736978253015	11119.2268041	18997912.7836	18913.5979381	107545409.952	161.25257732	3540.80733872	3.37628865979	25.1316027208	0.0257731958763	0.025108938250599996	10051.354838700001	18532359.3257	15800.064516100001	72395452.8345	143.870967742	4096.11238293	0.7741935483869999	3.91675338189	0.0322580645161	0.031217481789799998	10567.272727299998	8068151.7438	20295.5454545	81924222.3388	24.7727272727	110.53925619799999	0.863636363636	7.481404958680001	0.0454545454545	0.0433884297521	10687.1702128	16600467.5029	23444.5425532	161662206.206	130.861702128	5421.54470349	2.41489361702	21.8385015844	0.08510638297869999	0.07786328655500001	BRONZE	III	BRONZE	IV	
BioA	42	0.9602272727269999	113236.5	0.5	0.342490960744	2623846952.25	0.25	2	2.08456486043	259910.85714299997	0.428571428571	0.708103559498	10062200943.6	0.137755102041	7	5.0	104597.5	0.5	4.0	2732414256.25	0.25	2	2.19272807937	229662.285714	0.714285714286	1.3514947055000002	11623325348.2	0.108843537415	7	1.8890132855700001	100843.090909	0.0909090909091	0.207811182046	4870970520.63	0.0099173553719	11	2.54160382102	148234.9	0.4	0.962846096593	3418730466.49	0.12	10	10453.5	11988906.25	29105.5	209482202.25	70.5	420.25	6.0	36.0	0.0	0.0	9042.125	25667323.8594	24769.5	232254212.5	96.625	3683.734375	8.375	83.734375	0.0	0.0	6838.0	24615548.6667	7131.0	43098908.6667	94.3333333333	5904.88888889	1.33333333333	3.55555555556	0.0	0.0	11028.0	9420045.42857	16167.0	30214665.1429	144.285714286	963.918367347	4.42857142857	18.5306122449	0.0	0.0	7927.75	8172025.6875	18098.6666667	50566738.7222	22.4166666667	108.90972222200001	1.9166666666699999	23.4097222222	0.0	0.0	9067.6	8276670.64	22825.8	60716395.96	62.0	1922.4	10.5	142.65	0.1	0.09	BRONZE	III	SILVER	II	
BodyBuilderBirr	306	2.45396891608	1594679.69231	0.576923076923	0.22404862982299997	652272187140.0	0.0307154384077	52	1.97847400222	1405388.52041	0.489795918367	0.34553436274099997	564166337363.0	0.036081714689599996	98	2.32128902143	1912340.5094299999	0.584905660377	0.171100712357	2060120450050.0	0.0327281357541	53	2.33785885167	717584.166667	0.611111111111	0.788000115076	178426201880.0	0.0401234567901	18	2.55309569663	254640.35714299997	0.28571428571400004	1.01797647055	23915885312.4	0.012755102040799998	14	2.94026234963	314429.5	0.5	1.8628090015	17692916636.0	0.07291666666669999	32	10794.596774200001	26933134.2729	22024.8548387	160465144.253	94.1612903226	3775.29656608	2.09677419355	36.5390218522	0.0322580645161	0.06347554630590001	11162.5263158	23741023.6528	29119.956140400005	187325134.182	88.35087719299999	5144.68390274	2.5526315789500003	55.563019390600004	0.035087719298199996	0.0338565712527	11385.0517241	19494355.2559	18824.603448299997	77997808.5841	110.43103448299999	3156.90041617	1.13793103448	20.1189060642	0.0	0.0	10481.631578899998	19905348.6537	17945.842105300002	76837882.6593	102.0	4149.26315789	9.47368421053	275.828254848	0.052631578947400004	0.0498614958449	10362.5	12191089.5	24329.875	164814333.609	43.0625	2347.93359375	2.3125	38.96484375	0.0	0.0	10211.594594600001	21086329.1059	27170.8378378	218577281.54099998	61.3783783784	3839.91088386	1.0	11.7297297297	0.21621621621599998	0.6559532505479999	BRONZE	II	BRONZE	IV	
