nick	n_matches	Assassin_avg_goldEarned	Assassin_var_goldEarned	Assassin_avg_kills	Assassin_var_kills	Assassin_avg_deaths	Assassin_var_deaths	Assassin_avg_assists	Assassin_var_assists	Assassin_avg_totalDamageTaken	Assassin_var_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_var_totalMinionsKilled	Assassin_avg_visionScore	Assassin_var_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_visionWardsBoughtInGame	Assassin_avg_gameDuration	Assassin_var_gameDuration	Assassin_won	Assassin_weight	Fighter_avg_goldEarned	Fighter_var_goldEarned	Fighter_avg_kills	Fighter_var_kills	Fighter_avg_deaths	Fighter_var_deaths	Fighter_avg_assists	Fighter_var_assists	Fighter_avg_totalDamageTaken	Fighter_var_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_var_totalMinionsKilled	Fighter_avg_visionScore	Fighter_var_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_visionWardsBoughtInGame	Fighter_avg_gameDuration	Fighter_var_gameDuration	Fighter_won	Fighter_weight	Mage_avg_goldEarned	Mage_var_goldEarned	Mage_avg_kills	Mage_var_kills	Mage_avg_deaths	Mage_var_deaths	Mage_avg_assists	Mage_var_assists	Mage_avg_totalDamageTaken	Mage_var_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_var_totalMinionsKilled	Mage_avg_visionScore	Mage_var_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_visionWardsBoughtInGame	Mage_avg_gameDuration	Mage_var_gameDuration	Mage_won	Mage_weight	Marksman_avg_goldEarned	Marksman_var_goldEarned	Marksman_avg_kills	Marksman_var_kills	Marksman_avg_deaths	Marksman_var_deaths	Marksman_avg_assists	Marksman_var_assists	Marksman_avg_totalDamageTaken	Marksman_var_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_var_totalMinionsKilled	Marksman_avg_visionScore	Marksman_var_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_visionWardsBoughtInGame	Marksman_avg_gameDuration	Marksman_var_gameDuration	Marksman_won	Marksman_weight	Support_avg_goldEarned	Support_var_goldEarned	Support_avg_kills	Support_var_kills	Support_avg_deaths	Support_var_deaths	Support_avg_assists	Support_var_assists	Support_avg_totalDamageTaken	Support_var_totalDamageTaken	Support_avg_totalMinionsKilled	Support_var_totalMinionsKilled	Support_avg_visionScore	Support_var_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_visionWardsBoughtInGame	Support_avg_gameDuration	Support_var_gameDuration	Support_won	Support_weight	Tank_avg_goldEarned	Tank_var_goldEarned	Tank_avg_kills	Tank_var_kills	Tank_avg_deaths	Tank_var_deaths	Tank_avg_assists	Tank_var_assists	Tank_avg_totalDamageTaken	Tank_var_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_var_totalMinionsKilled	Tank_avg_visionScore	Tank_var_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_visionWardsBoughtInGame	Tank_avg_gameDuration	Tank_var_gameDuration	Tank_won	Tank_weight	solo_q_tier	solo_q_division	flex_tier	flex_division
É o Berken né	169	11284.52	13380570.3296	7.28	15.3216	5.76	9.0624	4.88	6.3456	23495.36	92930136.8704	120.2	6410.88	10.6	289.12	1.8	1.28	1752.68	292110.0576	13	25	12151.245283	18113997.1285	7.35849056604	19.512993948	7.01886792453	10.2449270203	8.20754716981	26.0135279459	30357.4150943	208236746.733	87.8490566038	6565.90174439	2.07547169811	50.824492702	1.81132075472	1.54930580278	1852.9245283	300543.767889	29	53	11432.0	26113959.36	5.6	14.4	5.8	11.28	6.96	32.6784	19816.68	165108990.218	165.04	5723.3184	9.88	213.6256	1.4	1.04	1722.32	470367.3376	16	25	14296.75	21210540.6375	9.1	32.14	6.2	8.61	6.45	12.0475	23138.45	78401597.3475	215.95	5654.0475	1.25	45.8875	0.725	0.899375	1949.925	268670.719375	20	40	8501.0	17201381.2	3.8	6.96	3.8	6.16	11.6	51.44	15599.6	89500595.44	52.0	2418.4	4.4	77.44	0.8	0.56	1397.2	421998.56	3	5	12019.6666667	8248784.4127	5.71428571429	15.0612244898	6.09523809524	10.3718820862	8.47619047619	21.0113378685	31250.2380952	63026178.6576	156.761904762	6047.32426304	8.90476190476	152.467120181	1.71428571429	0.489795918367	1900.38095238	90363.4739229	11	21	PLATINUM	III	PLATINUM	IV	
é noix q fida	37	8425.33333333	4062382.88889	4.33333333333	4.55555555556	6.83333333333	0.805555555556	4.16666666667	6.47222222222	19346.8333333	19803907.1389	64.5	1438.25	1.16666666667	6.80555555556	0.0	0.0	1723.83333333	91206.4722222	0	6	10605.7142857	11681472.4898	7.0	52.0	7.42857142857	13.9591836735	9.85714285714	41.8367346939	26971.1428571	95221675.8367	34.5714285714	1017.67346939	4.71428571429	133.346938776	0.285714285714	0.204081632653	1777.71428571	132219.346939	4	7	13400.25	12697463.6875	11.75	32.1875	10.5	12.75	6.5	8.25	26310.5	158471551.25	122.75	1705.6875	0.0	0.0	0.0	0.0	2246.75	332590.6875	1	4	11592.1875	24616308.6523	7.25	29.9375	5.9375	10.55859375	6.75	17.5625	17213.25	59461851.3125	143.0625	4450.18359375	0.0	0.0	0.0625	0.05859375	1861.6875	486164.089844	8	16	10800.5	2661792.25	0.5	0.25	5.5	2.25	17.0	9.0	22751.0	15007876.0	21.5	12.25	0.0	0.0	2.5	6.25	2276.0	9409.0	1	2	9277.0	4401604.0	3.0	9.0	5.5	6.25	12.5	6.25	25121.0	94575625.0	22.5	342.25	0.0	0.0	0.0	0.0	1829.5	155630.25	1	2	BRONZE	III			
é Fer	363	12152.4166667	39726349.9097	6.16666666667	19.9722222222	7.33333333333	13.0555555556	8.5	27.9166666667	24888.1666667	118121435.139	128.166666667	10979.6388889	0.0	0.0	0.0833333333333	0.0763888888889	2044.83333333	747558.138889	4	12	9306.25	7109167.9375	3.75	6.1875	6.875	8.859375	5.75	7.1875	25250.125	140158810.359	63.5	2545.25	0.0	0.0	0.5	0.25	1789.125	200456.859375	3	8	11562.0888889	16278080.3921	6.53333333333	13.9377777778	6.64444444444	9.47358024691	8.13333333333	42.6488888889	17024.7555556	80730147.2514	142.444444444	3397.62469136	0.0	0.0	0.266666666667	0.373333333333	1902.91111111	279746.569877	21	45	12138.2372263	21368750.3707	6.90875912409	22.9515291172	5.64233576642	9.17134636901	7.04744525547	20.3006686558	17034.7846715	61178253.6142	176.098540146	4676.99393947	0.0	0.0	0.189781021898	0.153764185625	1844.74817518	344928.57527	141	274	9417.38888889	9839857.34877	2.83333333333	4.69444444444	5.66666666667	7.0	10.8888888889	26.8765432099	20910.7777778	72405753.1728	55.8333333333	2989.02777778	0.0	0.0	1.33333333333	1.88888888889	1807.66666667	254670.888889	9	18	10004.0	5379602.33333	1.66666666667	1.22222222222	7.33333333333	3.22222222222	13.3333333333	60.8888888889	27956.0	87625512.3333	68.1666666667	1380.80555556	0.0	0.0	1.0	0.666666666667	2003.5	169060.916667	2	6	GOLD	V			
É BaileDeFavela	40	11225.3333333	11101581.5556	8.0	42.0	4.66666666667	10.8888888889	4.66666666667	0.888888888889	26103.0	91923380.6667	68.6666666667	1381.55555556	0.0	0.0	0.0	0.0	1739.33333333	142171.555556	1	3	11262.1724138	35255011.3151	5.13793103448	22.8775267539	4.31034482759	11.3864447087	4.10344827586	16.920332937	27853.1724138	355691724.488	159.172413793	7865.59096314	2.51724137931	44.3186682521	0.758620689655	0.458977407848	1716.0	652471.517241	16	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13116.0	0.0	3.0	0.0	8.0	0.0	8.0	0.0	20602.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	2042.0	0.0	1	1	8112.0	2699449.0	1.0	0.0	3.0	1.0	11.5	0.25	9669.0	6517809.0	5.5	6.25	0.0	0.0	1.0	0.0	1474.0	33124.0	2	2	11640.8	5142360.56	1.8	0.96	6.6	8.24	14.8	37.36	31329.4	28196363.04	88.6	3305.04	2.8	31.36	0.8	0.16	2228.0	118932.4	0	5	BRONZE	II	BRONZE	IV	
ÇÇÇhastaD	345	10690.4545455	21708362.6116	6.22727272727	15.9938016529	7.77272727273	19.0847107438	6.63636363636	21.2314049587	25698.0454545	184688038.589	79.3636363636	2648.14049587	0.0	0.0	0.772727272727	0.539256198347	1703.95454545	483709.86157	12	22	11943.1376147	16433831.9535	6.92660550459	18.6551637068	7.38532110092	10.0900597593	7.7247706422	22.0710377914	27637.0825688	142188376.461	123.128440367	7694.20368656	0.0	0.0	1.08256880734	2.31428330949	1840.87155963	266210.038549	55	109	11625.3508772	21380558.3681	7.91228070175	25.0975684826	7.84210526316	16.4487534626	7.94736842105	28.5761772853	19392.0	103641874.702	145.964912281	3508.17420745	0.0	0.0	0.736842105263	1.49215143121	1809.40350877	394641.363496	29	57	12740.7377049	20796866.4722	8.18032786885	27.2953507122	7.41803278689	13.374428917	7.31147540984	18.9685568396	22193.3360656	85355483.1576	181.598360656	4283.91245633	0.0	0.0	0.114754098361	0.117979037893	1875.28688525	305207.647205	50	122	9679.46153846	16013536.4793	3.5	9.94230769231	6.03846153846	11.0369822485	13.5384615385	68.4792899408	19265.9615385	84985394.9601	43.0769230769	2920.99408284	0.0	0.0	2.23076923077	3.1775147929	1778.92307692	362924.763314	14	26	9877.0	5192336.22222	5.33333333333	12.2222222222	7.66666666667	14.0	7.0	17.7777777778	23943.5555556	78074503.5802	83.5555555556	1255.13580247	0.0	0.0	1.66666666667	2.22222222222	1745.33333333	151782.222222	2	9	SILVER	II	SILVER	II	
ÇilvioÇantoss	64	13490.2222222	14438616.8395	11.7777777778	44.8395061728	7.11111111111	10.987654321	5.88888888889	4.54320987654	24895.8888889	122301213.654	170.666666667	1880.0	0.0	0.0	0.333333333333	0.222222222222	1951.44444444	247298.246914	4	9	10851.5714286	12288001.102	6.28571428571	19.3469387755	6.71428571429	5.91836734694	6.14285714286	16.9795918367	27075.5714286	80728849.6735	103.714285714	1786.48979592	4.28571428571	47.0612244898	0.571428571429	0.530612244898	1689.57142857	152215.673469	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14434.8125	18385400.2357	10.3333333333	36.8888888889	6.10416666667	6.67664930556	7.1875	16.1940104167	21856.3333333	68799187.4306	200.416666667	2814.70138889	4.33333333333	120.555555556	0.5625	0.62109375	1916.75	151233.854167	34	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PLATINUM	V			
ÁLVARO FALCONI	182	10708.875	11834686.8594	5.375	10.234375	5.75	7.4375	6.875	17.359375	22809.0	74956488.0	142.0	1555.25	0.0	0.0	0.875	1.359375	1756.25	202257.4375	4	8	12190.0	14177160.5	4.375	10.984375	6.0	10.5	5.5	8.5	31188.5	113607483.25	143.625	9039.984375	3.875	105.109375	0.625	0.734375	1959.0	163636.0	3	8	11002.9878049	19375890.7925	5.87804878049	14.1314693635	5.53658536585	12.5413444378	7.03658536585	22.5962224866	29186.3902439	271156201.457	159.329268293	4531.24524093	0.0	0.0	0.987804878049	1.76814396193	1714.29268293	377872.133849	42	82	12016.4285714	23746293.2925	4.57142857143	6.81632653061	5.7619047619	9.32426303855	6.90476190476	15.2290249433	18087.5714286	70956227.3878	188.476190476	5448.53514739	0.380952380952	2.90249433107	0.571428571429	0.816326530612	1930.80952381	475649.773243	11	21	8586.33333333	13196594.7222	0.75	0.520833333333	5.08333333333	10.5763888889	15.3333333333	88.5555555556	12494.8333333	54984288.8056	11.9166666667	96.5763888889	0.0	0.0	2.16666666667	2.30555555556	1768.25	499431.854167	5	12	10983.9411765	15651232.3691	4.41176470588	11.3010380623	6.03921568627	9.44944252211	7.43137254902	26.4413687043	28479.6862745	175356642.294	114.607843137	9837.76778162	1.62745098039	37.0180699731	1.50980392157	2.75970780469	1790.70588235	245752.482122	25	51	PLATINUM	II	PLATINUM	V	
Álibi	151	12889.8461538	17286230.1302	11.1538461538	26.4891518738	7.53846153846	14.0946745562	6.35897435897	13.2044707429	27489.974359	135310982.487	78.1025641026	3207.11768573	0.0	0.0	1.05128205128	0.612754766601	1881.82051282	263798.506246	23	39	11579.6923077	35993267.7002	7.92307692308	31.5581854043	7.38461538462	18.9033530572	6.97435897436	24.7942143327	27747.1282051	297709621.086	72.4615384615	4873.37672584	0.0	0.0	0.897435897436	0.502301117686	1820.48717949	777633.737015	17	39	11682.4166667	16582295.4097	9.25	36.0208333333	8.08333333333	11.0763888889	6.33333333333	15.8888888889	22458.3333333	76992029.7222	144.083333333	3965.40972222	0.0	0.0	1.41666666667	0.576388888889	1878.5	208536.583333	3	12	13003.1463415	22264351.2957	9.26829268293	48.9767995241	7.46341463415	12.5413444378	7.0	16.9756097561	21651.4146341	74854915.2183	167.926829268	3555.14098751	1.21951219512	29.4396192742	0.439024390244	0.39262343843	1904.95121951	288762.778108	20	41	10740.6666667	22852121.5556	4.0	11.5555555556	7.55555555556	27.1358024691	11.2222222222	73.0617283951	21096.3333333	150197736.0	84.3333333333	7627.55555556	0.0	0.0	1.77777777778	1.95061728395	1898.55555556	645354.91358	5	9	7572.09090909	10191387.1736	1.63636363636	2.04958677686	5.54545454545	7.52066115702	10.0	46.9090909091	22084.2727273	111104364.38	32.9090909091	147.173553719	0.0	0.0	2.0	0.727272727273	1645.63636364	362899.322314	5	11	BRONZE	II	BRONZE	IV	
Àysha	67	14197.0	16638115.3333	12.6111111111	39.1265432099	5.44444444444	9.02469135802	5.61111111111	23.5709876543	28364.6666667	178556909.889	181.5	3654.80555556	7.38888888889	109.793209877	1.72222222222	0.311728395062	1802.5	199250.138889	11	18	13574.0909091	14796704.0826	10.4545454545	44.4297520661	5.0	4.0	3.90909090909	6.26446280992	25800.6363636	85224402.7769	199.454545455	1466.79338843	12.1818181818	42.5123966942	1.45454545455	0.611570247934	1672.81818182	42968.6942149	9	11	9890.54166667	12383966.8316	5.25	28.1875	6.0	9.5	5.5	10.3333333333	14715.4166667	32487038.6597	99.7916666667	3773.99826389	0.0	0.0	1.45833333333	2.99826388889	1789.5	245159.333333	12	24	7326.6	5320390.64	0.8	0.56	4.2	4.56	2.8	3.36	9657.8	3523783.36	112.6	2341.84	0.0	0.0	0.0	0.0	1589.6	161944.64	1	5	7641.22222222	16179067.7284	1.22222222222	2.17283950617	3.66666666667	6.66666666667	8.44444444444	32.024691358	13303.8888889	80659776.7654	23.2222222222	199.283950617	0.0	0.0	1.33333333333	2.44444444444	1782.22222222	817541.061728	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GOLD	V			
ÀNNIEDISNEYLAND	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10391.875	14447077.7344	4.9375	7.68359375	6.25	12.8125	6.5	30.5	25154.9375	171394994.309	82.6875	3421.46484375	0.0	0.0	0.375	0.609375	1799.5625	356935.246094	6	16	11362.3695652	21201949.6243	7.78260869565	23.5179584121	6.36956521739	13.4503780718	6.82608695652	23.7958412098	18411.1956522	91588109.8095	143.826086957	3689.31758034	1.5	19.6413043478	0.173913043478	0.274102079395	1728.84782609	382036.5638	25	46	11259.1176471	27569433.045	5.41176470588	20.2422145329	6.29411764706	9.26643598616	4.88235294118	13.7508650519	18825.6470588	106288261.64	167.764705882	6692.88581315	1.41176470588	31.8892733564	0.117647058824	0.103806228374	1725.0	427293.529412	5	17	13949.0	11705208.6667	6.66666666667	44.2222222222	6.66666666667	0.888888888889	17.6666666667	4.22222222222	32168.6666667	69408374.8889	103.666666667	8889.55555556	0.0	0.0	0.666666666667	0.888888888889	2409.0	72392.6666667	0	3	9646.0	2274064.0	3.5	6.25	8.5	0.25	8.5	0.25	27696.5	7865220.25	106.5	3906.25	0.0	0.0	1.0	1.0	1940.5	3306.25	0	2	PLATINUM	III	PLATINUM	V	
ÀMizzi	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7940.5	8801278.625	1.5625	2.37109375	6.0	10.125	8.9375	49.30859375	13758.1875	61119158.7773	11.9375	38.93359375	0.0	0.0	1.5625	1.49609375	1701.25	270664.4375	4	16	9397.58333333	12335452.4097	1.86111111111	2.73070987654	6.86111111111	9.84182098765	12.2777777778	47.200617284	25277.9722222	169229523.471	27.8611111111	157.341820988	1.83333333333	73.1944444444	1.66666666667	0.944444444444	1962.72222222	376264.367284	13	36	BRONZE	IV	BRONZE	III	
àesthetic	50	11375.4166667	20571460.4097	9.0	25.6666666667	4.58333333333	10.9097222222	3.66666666667	7.55555555556	17080.5	85377888.75	148.916666667	3892.57638889	5.75	74.1875	0.75	0.354166666667	1583.41666667	296811.409722	8	12	15925.1666667	12583347.6389	9.77777777778	21.450617284	6.05555555556	6.49691358025	7.83333333333	22.3055555556	23893.1666667	56795627.0278	217.861111111	1982.50848765	0.0	0.0	0.638888888889	0.286265432099	1962.88888889	122054.376543	24	36	11289.0	0.0	6.0	0.0	4.0	0.0	13.0	0.0	13998.0	0.0	137.0	0.0	0.0	0.0	1.0	0.0	1618.0	0.0	1	1	12070.0	0.0	7.0	0.0	4.0	0.0	9.0	0.0	22264.0	0.0	173.0	0.0	0.0	0.0	0.0	0.0	1727.0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PLATINUM	V			
Zégs	391	11748.7555556	13965221.6514	8.88888888889	21.6098765432	6.62222222222	11.2128395062	7.24444444444	18.4958024691	22943.7333333	82137733.5733	110.488888889	2725.49432099	0.488888888889	9.58320987654	1.82222222222	1.79061728395	1887.53333333	306347.093333	27	45	11617.0211268	20908967.8939	6.66197183099	19.8434834358	5.65492957746	10.1837433049	7.18309859155	27.8115453283	27624.4507042	193004336.205	104.049295775	6013.75109105	1.61971830986	51.3201745685	1.95774647887	1.49117238643	1796.05633803	383306.010911	79	142	11967.3421053	15388811.2251	7.15789473684	22.08033241	6.34210526316	10.4355955679	8.84210526316	33.8698060942	19506.7894737	76960214.3767	141.736842105	3776.72022161	0.5	9.25	2.21052631579	1.00831024931	1888.94736842	291395.99723	16	38	13442.0	17831381.2135	7.95505617978	23.6833733115	6.85393258427	9.83259689433	9.01123595506	26.7526827421	23806.7078652	96379724.7911	179.449438202	3062.58452216	0.797752808989	18.3860623659	1.34831460674	0.743845474056	2006.85393258	305514.551698	48	89	9871.20754717	10241997.6362	3.07547169811	5.50373798505	6.07547169811	10.824492702	15.1509433962	48.9960840157	23920.6415094	117523888.494	37.6226415094	821.782128871	5.35849056604	369.060163759	2.83018867925	2.40512637949	1922.39622642	296877.409042	21	53	9006.5	15455375.0	2.54166666667	5.49826388889	5.0	9.08333333333	8.08333333333	38.5763888889	23801.5833333	157107650.243	93.4166666667	5581.99305556	1.91666666667	45.7430555556	1.75	1.6875	1651.83333333	407042.472222	12	24	GOLD	IV	GOLD	IV	
Zé Da Piinga	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11516.0	0.0	4.0	0.0	6.0	0.0	8.0	0.0	31423.0	0.0	199.0	0.0	0.0	0.0	3.0	0.0	2028.0	0.0	0	1	10999.9230769	22005934.071	4.30769230769	8.98224852071	5.0	13.6923076923	7.76923076923	23.4082840237	30197.6923077	545050869.905	153.076923077	6779.76331361	0.0	0.0	1.61538461538	1.92899408284	1876.23076923	540457.715976	5	13	13159.5301205	27263750.7792	7.67469879518	23.8339381623	5.4578313253	11.3807519234	7.66265060241	22.6090869502	18702.5060241	86010959.5271	197.819277108	6164.87095369	1.90361445783	52.8099869357	0.855421686747	0.701988677602	1957.21686747	419791.495137	52	83	8267.33333333	2760708.22222	2.33333333333	0.222222222222	2.66666666667	1.55555555556	14.0	64.6666666667	15647.3333333	11487393.5556	26.3333333333	20.2222222222	0.0	0.0	2.33333333333	0.222222222222	1667.0	98560.6666667	2	3	11682.1428571	8625696.69388	2.85714285714	3.83673469388	6.28571428571	8.20408163265	14.4285714286	79.1020408163	32176.5714286	85165771.9592	109.142857143	3696.40816327	11.0	726.0	2.14285714286	2.40816326531	2280.14285714	282310.693878	2	7	SILVER	V	SILVER	V	
Zé Bichão	59	8345.0	0.0	4.0	0.0	5.0	0.0	4.0	0.0	9886.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	1525.0	0.0	0	1	12257.3043478	24984404.9943	7.86956521739	22.8960302457	5.30434782609	8.29867674858	6.08695652174	10.3402646503	24945.9130435	122559105.819	150.52173913	7961.8147448	3.4347826087	98.1587901701	0.95652173913	0.650283553875	1912.04347826	431043.258979	10	23	11636.0	2040235.0	7.0	0.5	5.25	2.6875	9.5	14.75	18711.25	1203457.1875	162.5	1692.25	3.5	36.75	0.75	0.1875	1933.0	14694.5	1	4	13362.3913043	26673625.5425	8.08695652174	20.6011342155	5.47826086957	10.6843100189	9.0	30.9565217391	19573.3478261	100683589.879	202.0	5994.60869565	0.0	0.0	0.0	0.0	2023.0	457970.608696	8	23	9093.0	0.0	1.0	0.0	8.0	0.0	12.0	0.0	34707.0	0.0	41.0	0.0	0.0	0.0	1.0	0.0	2135.0	0.0	0	1	12549.4285714	8736259.67347	4.28571428571	8.48979591837	4.42857142857	4.5306122449	11.8571428571	22.9795918367	30399.7142857	90554248.2041	187.428571429	1477.3877551	6.28571428571	117.06122449	0.714285714286	0.204081632653	2164.42857143	204577.959184	4	7	BRONZE	II	SILVER	IV	
ZZKM3	670	11413.8529412	18431593.5372	7.76470588235	27.7093425606	7.91176470588	14.5510380623	6.0	21.0	23623.7941176	83933997.1635	129.441176471	4963.01124567	0.647058823529	13.8166089965	0.794117647059	0.810553633218	1726.70588235	250751.972318	17	34	12106.53	22446759.1291	6.26	20.6724	7.31	15.8139	6.67	21.8811	32108.53	237733062.789	119.04	7673.6984	1.44	52.8264	1.26	2.0724	1847.25	404628.4675	55	100	11596.4716981	19156167.6454	5.8679245283	15.9448202207	7.92452830189	16.1641153435	8.41509433962	32.1295834817	19165.5471698	84835280.9459	131.849056604	5527.24136703	3.42452830189	188.980153079	1.38679245283	2.02963688145	1841.85849057	341672.215824	51	106	12549.5085714	25842655.3242	6.70857142857	22.789355102	7.50857142857	15.8842122449	7.54857142857	19.4247836735	22808.9771429	132826661.919	182.16	5882.24868571	1.09714285714	24.0648489796	0.697142857143	0.862563265306	1835.37142857	391230.873469	92	175	9668.25242718	11521191.0042	2.66019417476	7.19521161278	6.65533980583	10.1093646904	13.3834951456	54.945164483	19477.4320388	73264090.226	39.286407767	2385.42767933	5.92718446602	371.582076539	2.97572815534	5.50911961542	1842.47572816	252320.754265	100	206	9220.36734694	13529182.9263	2.16326530612	2.91211995002	6.95918367347	13.0595585173	11.693877551	62.9879216993	24519.0816327	118535737.504	61.3265306122	1756.58725531	1.18367346939	24.3540191587	2.61224489796	5.62515618492	1780.34693878	369814.593919	22	49	PLATINUM	V	SILVER	III	
ZzgirimexzZ	105	10117.5	16740372.25	9.0	64.0	7.0	0.0	4.0	1.0	20299.5	31725056.25	66.5	0.25	0.0	0.0	0.0	0.0	1623.5	12656.25	0	2	12141.2253521	26150381.2732	7.19718309859	31.9892878397	5.81690140845	11.2763340607	6.32394366197	21.6556238841	31030.7605634	313545989.872	145.985915493	7897.98571712	1.83098591549	33.886927197	0.253521126761	0.358262249554	1818.71830986	387448.991073	39	71	13559.5	10151292.75	10.0	7.5	6.5	14.75	6.5	4.75	20528.0	135623605.5	103.0	1604.5	5.25	82.6875	1.0	1.5	2012.25	184032.6875	2	4	9590.85714286	47364866.9796	5.28571428571	21.3469387755	5.14285714286	12.4081632653	4.71428571429	17.0612244898	15669.7142857	134976788.49	140.285714286	9973.63265306	0.571428571429	1.95918367347	0.285714285714	0.489795918367	1499.28571429	838150.204082	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10585.952381	11747741.3787	4.0	16.4761904762	4.90476190476	10.8480725624	10.0476190476	35.664399093	30921.4761905	227511358.249	65.6666666667	3872.6984127	1.95238095238	76.2358276644	0.809523809524	1.2970521542	1930.38095238	355026.045351	10	21	SILVER	V	BRONZE	II	
ZzEIFFELzZ	87	12414.0	7360281.14286	9.28571428571	13.3469387755	8.57142857143	12.2448979592	12.0	38.8571428571	28703.8571429	40972063.8367	30.5714285714	201.387755102	0.0	0.0	0.0	0.0	2069.71428571	85153.3469388	3	7	11500.1428571	16085558.6939	3.71428571429	8.20408163265	6.42857142857	11.1020408163	3.28571428571	3.91836734694	32407.1428571	96170810.1224	37.7142857143	1316.48979592	0.0	0.0	0.0	0.0	1905.28571429	184395.918367	2	7	11587.0434783	18158146.5633	6.69565217391	23.6030245747	6.0	18.6086956522	8.95652173913	25.6937618147	15427.3913043	59939643.4556	109.47826087	8769.20604915	0.0	0.0	0.739130434783	0.453686200378	1878.2173913	292843.648393	12	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9282.9	10887544.89	2.66666666667	5.75555555556	4.83333333333	10.0055555556	12.8	43.4933333333	15040.0	65865598.0667	19.8666666667	240.182222222	0.0	0.0	1.0	0.466666666667	1823.73333333	288533.328889	15	30	11365.55	15042659.6475	5.7	11.71	5.45	12.8475	10.35	38.8275	29563.35	207929534.527	64.15	5521.2275	1.05	20.9475	0.2	0.26	1914.8	354396.66	12	20	SILVER	V	BRONZE	II	
ZZEEEEEEHHHHHHH	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10399.1304348	25623480.5482	4.47826086957	13.2495274102	5.95652173913	15.258979206	3.4347826087	8.68052930057	23467.8695652	211191721.244	169.608695652	8133.93383743	12.2173913043	81.9962192817	0.195652173913	0.244328922495	1629.97826087	464448.369093	23	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10318.4444444	40012820.4691	3.33333333333	12.2222222222	6.44444444444	21.5802469136	5.11111111111	13.4320987654	18602.3333333	184589361.333	171.0	12363.1111111	10.8888888889	135.432098765	0.444444444444	0.469135802469	1774.11111111	910274.54321	3	9	9214.42857143	18716852.2449	3.28571428571	9.0612244898	5.14285714286	8.97959183673	14.2857142857	55.9183673469	13676.7142857	72407443.0612	25.0	514.857142857	0.0	0.0	0.571428571429	0.244897959184	1704.42857143	596544.530612	4	7	10160.0	4955906.66667	3.16666666667	15.1388888889	5.83333333333	8.13888888889	7.83333333333	4.80555555556	23925.5	109468170.917	129.5	2724.91666667	17.6666666667	99.5555555556	1.0	2.0	1884.0	138603.666667	2	6	SILVER	III	BRONZE	IV	
