nick	n_matches	Assassin_avg_goldEarned	Assassin_var_goldEarned	Assassin_avg_kills	Assassin_var_kills	Assassin_avg_deaths	Assassin_var_deaths	Assassin_avg_assists	Assassin_var_assists	Assassin_avg_totalDamageTaken	Assassin_var_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_var_totalMinionsKilled	Assassin_avg_visionScore	Assassin_var_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_visionWardsBoughtInGame	Assassin_avg_gameDuration	Assassin_var_gameDuration	Assassin_won	Assassin_weight	Fighter_avg_goldEarned	Fighter_var_goldEarned	Fighter_avg_kills	Fighter_var_kills	Fighter_avg_deaths	Fighter_var_deaths	Fighter_avg_assists	Fighter_var_assists	Fighter_avg_totalDamageTaken	Fighter_var_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_var_totalMinionsKilled	Fighter_avg_visionScore	Fighter_var_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_visionWardsBoughtInGame	Fighter_avg_gameDuration	Fighter_var_gameDuration	Fighter_won	Fighter_weight	Mage_avg_goldEarned	Mage_var_goldEarned	Mage_avg_kills	Mage_var_kills	Mage_avg_deaths	Mage_var_deaths	Mage_avg_assists	Mage_var_assists	Mage_avg_totalDamageTaken	Mage_var_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_var_totalMinionsKilled	Mage_avg_visionScore	Mage_var_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_visionWardsBoughtInGame	Mage_avg_gameDuration	Mage_var_gameDuration	Mage_won	Mage_weight	Marksman_avg_goldEarned	Marksman_var_goldEarned	Marksman_avg_kills	Marksman_var_kills	Marksman_avg_deaths	Marksman_var_deaths	Marksman_avg_assists	Marksman_var_assists	Marksman_avg_totalDamageTaken	Marksman_var_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_var_totalMinionsKilled	Marksman_avg_visionScore	Marksman_var_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_visionWardsBoughtInGame	Marksman_avg_gameDuration	Marksman_var_gameDuration	Marksman_won	Marksman_weight	Support_avg_goldEarned	Support_var_goldEarned	Support_avg_kills	Support_var_kills	Support_avg_deaths	Support_var_deaths	Support_avg_assists	Support_var_assists	Support_avg_totalDamageTaken	Support_var_totalDamageTaken	Support_avg_totalMinionsKilled	Support_var_totalMinionsKilled	Support_avg_visionScore	Support_var_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_visionWardsBoughtInGame	Support_avg_gameDuration	Support_var_gameDuration	Support_won	Support_weight	Tank_avg_goldEarned	Tank_var_goldEarned	Tank_avg_kills	Tank_var_kills	Tank_avg_deaths	Tank_var_deaths	Tank_avg_assists	Tank_var_assists	Tank_avg_totalDamageTaken	Tank_var_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_var_totalMinionsKilled	Tank_avg_visionScore	Tank_var_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_visionWardsBoughtInGame	Tank_avg_gameDuration	Tank_var_gameDuration	Tank_won	Tank_weight	solo_q_tier	solo_q_division	flex_tier	flex_division
Tutufgmds110	114	11268.7272727	12475796.0165	8.77272727273	17.1756198347	8.13636363636	9.48140495868	6.45454545455	23.9752066116	21871.7727273	72067305.1756	118.181818182	1710.96694215	0.0	0.0	1.04545454545	0.134297520661	1943.72727273	210389.198347	11	22	11843.5263158	16038578.4598	7.84210526316	12.5540166205	6.05263157895	12.2603878116	8.10526315789	33.2520775623	27014.7368421	178392180.615	127.526315789	4102.77562327	2.31578947368	58.3213296399	0.947368421053	0.470914127424	1920.36842105	402727.180055	10	19	12752.3684211	12612054.759	8.78947368421	18.0609418283	6.47368421053	10.0387811634	9.57894736842	34.9806094183	18999.0526316	72243238.1551	162.157894737	2197.92243767	8.26315789474	273.246537396	1.05263157895	0.15512465374	1927.63157895	254919.390582	12	19	11217.0	12227624.3571	6.64285714286	17.0867346939	5.32142857143	13.1466836735	8.28571428571	24.2755102041	17502.5	58976139.3214	137.214285714	2278.5255102	0.428571428571	4.95918367347	1.28571428571	0.775510204082	1733.96428571	266870.105867	17	28	9881.68421053	7565522.00554	2.47368421053	2.56509695291	6.10526315789	4.40997229917	15.7368421053	58.404432133	24570.5263158	89591946.144	24.8947368421	123.462603878	12.3684210526	221.916897507	1.47368421053	0.459833795014	1969.31578947	228680.847645	13	19	12308.4285714	7274367.10204	8.57142857143	22.2448979592	6.14285714286	12.4081632653	11.0	34.5714285714	33115.4285714	87668988.2449	92.4285714286	4691.10204082	0.0	0.0	1.57142857143	0.530612244898	2088.0	113791.142857	4	7	SILVER	V	BRONZE	IV	
TutuDasBalada	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8381.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	9414.0	0.0	147.0	0.0	8.0	0.0	0.0	0.0	1532.0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10436.5714286	9096141.67347	1.85714285714	0.979591836735	7.57142857143	7.67346938776	16.0	48.5714285714	21592.0	89485436.5714	15.1428571429	36.1224489796	8.0	53.7142857143	1.14285714286	0.69387755102	2117.42857143	305243.102041	3	7	8679.0	6973955.71429	1.28571428571	2.20408163265	7.42857142857	9.38775510204	10.1428571429	35.2653061224	28760.0	91333324.0	33.0	29.7142857143	0.0	0.0	1.0	0.571428571429	1959.14285714	140293.55102	1	7	BRONZE	I			
tuterateufim	77	11863.0769231	11765393.9172	8.69230769231	24.3668639053	5.46153846154	9.78698224852	5.07692307692	5.30177514793	23779.3846154	82884148.8521	105.615384615	6942.5443787	0.0	0.0	0.153846153846	0.284023668639	1703.07692308	159846.686391	8	13	11897.8108108	12171698.3696	7.54054054054	20.9510591673	5.83783783784	12.3520818115	5.75675675676	10.9408327246	28554.2432432	157770982.13	88.8378378378	5077.97370343	1.24324324324	28.4002921841	0.0540540540541	0.0511322132944	1774.16216216	249060.676406	20	37	11278.6666667	10179401.5556	7.0	18.6666666667	3.33333333333	4.22222222222	5.66666666667	26.8888888889	12023.6666667	2996736.88889	190.333333333	1414.22222222	0.0	0.0	0.0	0.0	1575.66666667	48474.8888889	2	3	8331.66666667	5339403.55556	1.66666666667	0.222222222222	5.66666666667	1.55555555556	3.0	6.0	19871.3333333	37178454.8889	102.0	2468.66666667	0.0	0.0	0.0	0.0	1581.33333333	141161.555556	0	3	9587.33333333	5866707.55556	3.5	10.5833333333	4.0	6.83333333333	9.66666666667	19.2222222222	16494.8333333	62108556.6389	88.6666666667	5144.88888889	0.0	0.0	0.833333333333	1.13888888889	1587.41666667	126300.076389	8	12	7990.0	6227844.44444	1.66666666667	1.55555555556	6.11111111111	4.76543209877	6.22222222222	17.0617283951	24312.3333333	66735150.4444	91.1111111111	3993.87654321	0.0	0.0	0.222222222222	0.172839506173	1559.55555556	125098.469136	1	9	DIAMOND	IV	PLATINUM	I	
TutankhamuN	330	12977.2028986	18660813.0603	10.9130434783	36.1953371141	7.66666666667	10.2801932367	5.60869565217	8.78890989288	29055.1304348	166717057.737	119.420289855	4814.82335644	0.231884057971	3.6563747112	0.420289855072	0.44654484352	1871.5942029	276087.922285	37	69	11371.4242424	13847078.82	7.83333333333	22.4722222222	7.31818181818	10.8836088154	7.24242424242	20.3654729109	29632.6818182	175738066.975	56.8484848485	2605.58310376	2.34848484848	79.045224977	0.69696969697	0.483930211203	1778.53030303	234470.036961	25	66	13115.1271186	17116981.7042	9.17796610169	25.6717178972	6.66949152542	8.66195058891	8.20338983051	21.7721918989	22658.6864407	79256132.2322	167.025423729	3286.04172652	3.56779661017	77.8047256535	0.610169491525	0.576845733984	1879.77118644	274630.583238	70	118	15489.0555556	19657961.9414	11.2777777778	38.9783950617	7.55555555556	21.3580246914	9.38888888889	40.1265432099	25567.0555556	160869748.83	194.5	4595.58333333	0.833333333333	11.8055555556	0.777777777778	0.83950617284	2104.11111111	363592.987654	13	18	10493.25	25042908.9375	3.375	7.734375	7.0	7.0	14.75	89.6875	25897.25	118594245.688	33.75	289.4375	0.125	0.109375	0.75	0.4375	1938.5	579184.75	3	8	11806.6470588	15685266.4637	6.01960784314	12.6858900423	5.70588235294	10.0899653979	11.8823529412	50.7312572088	34959.4705882	256490462.798	84.1568627451	4502.13225682	6.96078431373	101.292579777	1.07843137255	0.660515186467	1856.56862745	307948.755094	31	51	PLATINUM	IV	PLATINUM	V	
Tutank4mon	342	12003.1076923	21284741.3576	7.6	24.7015384615	5.83076923077	9.00213017751	6.21538461538	17.0305325444	26840.8461538	114124733.699	68.6769230769	4495.32639053	10.6	191.378461538	1.12307692308	0.354082840237	1921.44615385	393802.370178	37	65	10746.7931034	21484686.7296	5.54482758621	15.6962663496	5.55862068966	9.95690844233	5.93793103448	25.6306302021	25377.7655172	167635824.759	113.103448276	8093.29274673	6.93103448276	189.415933413	0.986206896552	0.53774078478	1788.42758621	431252.630963	62	145	11069.6964286	16215797.89	5.25	12.5089285714	6.05357142857	11.7292729592	6.66071428571	24.5098852041	22185.5714286	134031671.423	133.946428571	5482.08641582	11.3928571429	123.595663265	1.41071428571	1.02774234694	1856.21428571	370699.668367	31	56	11787.3333333	10167932.2222	3.16666666667	6.47222222222	7.0	3.33333333333	7.83333333333	13.8055555556	20472.3333333	22844415.5556	195.166666667	2067.80555556	11.8333333333	74.8055555556	0.833333333333	0.138888888889	2059.83333333	72899.1388889	2	6	7958.5	12903609.6786	2.35714285714	3.37244897959	6.64285714286	13.8010204082	8.78571428571	28.3112244898	17082.1428571	99530109.1224	41.2857142857	1871.48979592	4.35714285714	66.6581632653	1.0	0.857142857143	1628.92857143	422718.923469	6	14	10975.75	21333252.9375	5.0	15.75	4.83928571429	7.56345663265	8.125	44.3950892857	26411.75	215376034.973	143.053571429	6086.15784439	4.35714285714	70.7295918367	1.03571428571	0.53443877551	1806.21428571	481958.454082	33	56	BRONZE	II	BRONZE	II	
TusiuXapoH	167	13370.0769231	23116631.8018	10.5384615385	39.1715976331	7.63461538462	15.6549556213	6.82692307692	24.6046597633	29478.8076923	175900102.232	123.192307692	5943.92455621	0.384615384615	7.54437869822	0.0384615384615	0.0369822485207	1993.57692308	387036.897929	25	52	11088.1428571	32674469.7415	7.21428571429	35.8826530612	7.52380952381	19.9160997732	6.38095238095	20.9977324263	26283.452381	208470731.533	88.8571428571	10729.8367347	0.0	0.0	0.261904761905	0.240929705215	1746.38095238	475263.521542	17	42	11531.5	25368262.85	7.95	30.7475	6.95	19.6475	7.55	29.2475	17853.95	110158949.547	131.85	5757.4275	0.0	0.0	0.1	0.09	1926.15	507698.9275	9	20	12932.3157895	19248645.0582	9.02631578947	33.2887811634	6.89473684211	12.4626038781	7.78947368421	14.7451523546	19728.2894737	60273057.4688	175.184210526	3638.46606648	1.5	19.8815789474	0.0263157894737	0.0256232686981	1834.52631579	288664.98615	19	38	11213.2727273	25290570.7438	3.54545454545	13.7024793388	7.90909090909	27.9008264463	13.6363636364	59.3223140496	25619.8181818	260133772.694	32.5454545455	1099.88429752	0.0	0.0	0.181818181818	0.148760330579	2111.54545455	718298.793388	6	11	10508.25	44010454.1875	5.5	25.25	6.75	19.6875	8.25	33.1875	29526.75	636820199.188	131.75	7161.6875	0.0	0.0	0.0	0.0	1675.25	1011657.6875	2	4	BRONZE	IV	BRONZE	V	
Turntowater	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9018.5	23652622.25	2.0	3.5	5.0	9.5	5.25	19.6875	21909.75	167750705.188	116.0	4114.5	15.75	269.1875	1.25	1.6875	1450.25	558193.6875	3	4	9849.28571429	19599258.3469	2.78571428571	7.45408163265	7.0	10.1428571429	9.14285714286	44.8367346939	15887.4285714	39728691.6735	56.7857142857	651.596938776	34.7142857143	1042.91836735	1.57142857143	1.67346938776	1840.0	395357.285714	7	14	7014.0	34152336.0	0.5	0.25	8.0	64.0	4.0	16.0	17694.5	287624640.25	91.5	7310.25	15.0	225.0	0.0	0.0	1431.0	1522756.0	1	2	9001.09722222	14816632.2128	1.29861111111	2.29277584877	5.27777777778	10.9367283951	10.8958333333	54.2322048611	17037.6875	85815779.0204	35.3333333333	701.277777778	10.4861111111	562.999807099	1.85416666667	2.06901041667	1818.39583333	415999.044705	67	144	9725.33333333	9429318.22222	1.83333333333	1.80555555556	6.0	7.33333333333	8.66666666667	13.8888888889	23738.6666667	92993574.5556	89.5	3147.25	18.0	649.333333333	1.33333333333	1.88888888889	1818.83333333	169144.805556	3	6	SILVER	V			
Turneytwist	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10723.8636364	15978949.2996	4.77272727273	12.9938016529	4.68181818182	6.12603305785	8.59090909091	22.9690082645	24832.1818182	63727421.6942	48.2727272727	1451.92561983	1.63636363636	35.867768595	1.5	1.06818181818	1845.0	298094.181818	12	22	14127.9444444	31852008.8302	10.1111111111	34.7654320988	8.22222222222	23.1728395062	10.1111111111	37.2098765432	19512.5	94918778.4722	155.277777778	4346.86728395	9.44444444444	239.691358025	1.55555555556	1.02469135802	2157.83333333	645520.361111	12	18	13210.0152672	32006898.3814	8.30534351145	32.1663073247	6.12977099237	13.6701823903	6.04580152672	15.6009556553	20906.6564885	107535989.264	189.282442748	6110.64541693	1.23664122137	23.5241536041	1.06870229008	0.751005186178	1947.82442748	441229.518793	59	131	9755.30769231	16127758.8284	2.15384615385	2.59171597633	5.69230769231	9.59763313609	11.6153846154	51.1597633136	19868.6923077	94358315.9053	24.9230769231	674.99408284	0.0	0.0	1.76923076923	1.25443786982	1951.23076923	465512.331361	7	13	10580.5555556	13511738.1728	2.14814814815	1.90397805213	5.85185185185	7.08916323731	14.4074074074	78.1673525377	27799.7037037	176725245.023	48.2592592593	341.377229081	0.0	0.0	1.92592592593	1.62414266118	2034.77777778	360002.765432	13	27	SILVER	III	SILVER	V	
Turned Off	301	12427.7	12336197.21	6.7	26.81	7.7	6.21	6.3	5.81	25977.6	73970936.04	141.0	4579.0	0.0	0.0	0.1	0.09	2061.1	186104.69	5	10	11722.8507463	16061597.5996	7.23880597015	18.5897378778	6.71641791045	10.5912229895	7.92537313433	24.5765203832	29934.318408	162540507.401	59.3084577114	4062.95958021	0.124378109453	1.84025147892	0.0298507462687	0.0389099279721	1875.12437811	307591.750699	102	201	12089.5833333	16051385.3264	8.875	19.359375	7.79166666667	10.9982638889	7.91666666667	20.8263888889	17408.9583333	45570846.2066	146.791666667	2727.08159722	0.0	0.0	0.208333333333	0.331597222222	1872.45833333	295166.998264	14	24	12988.1923077	18562928.1553	8.15384615385	21.5917159763	7.30769230769	12.1360946746	7.5	17.7884615385	23030.7307692	126164355.12	184.653846154	3412.53402367	0.653846153846	10.6878698225	0.0	0.0	1998.03846154	367581.190828	9	26	9079.825	10984885.2444	2.425	3.394375	6.675	9.419375	11.55	38.0975	20364.65	75519656.5775	39.175	1094.994375	2.275	47.849375	0.65	0.4275	1770.925	317047.769375	15	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GOLD	III			
turito	49	11632.1333333	29557326.3822	7.6	38.7733333333	6.53333333333	16.1155555556	5.73333333333	15.3955555556	24911.6	191552391.173	167.0	5577.6	6.4	99.7066666667	0.6	0.773333333333	1746.26666667	510506.862222	6	15	12367.5	2227344.91667	6.33333333333	10.2222222222	5.5	4.91666666667	7.33333333333	24.2222222222	22253.8333333	65627169.4722	191.666666667	2695.88888889	4.33333333333	45.8888888889	0.5	0.25	1792.83333333	81124.4722222	4	6	12251.8	13173206.16	4.4	13.04	5.8	24.56	6.4	22.64	22897.0	117932505.2	211.2	946.16	2.8	31.36	0.6	0.24	1922.6	157144.64	2	5	12609.5	30915572.9167	8.72222222222	39.5339506173	5.05555555556	9.0524691358	7.88888888889	17.5432098765	18168.0	106139881.667	179.111111111	5734.09876543	3.22222222222	54.6172839506	0.111111111111	0.0987654320988	1683.11111111	421341.765432	12	18	10433.0	4564740.5	3.25	0.6875	5.25	12.6875	15.0	1.5	18246.0	39512727.5	36.75	41.1875	18.75	387.6875	1.0	0.0	1907.0	112000.0	4	4	5916.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	17379.0	0.0	105.0	0.0	4.0	0.0	0.0	0.0	1235.0	0.0	0	1	DIAMOND	V	PLATINUM	V	
TUPAX	970	10955.6198347	18989176.434	9.32231404959	38.9457004303	8.04958677686	19.7991940441	4.97520661157	12.38781504	22480.8842975	113886310.499	113.545454545	2500.76033058	0.173553719008	1.39963117273	0.115702479339	0.102315415614	1709.16528926	329719.741275	61	121	11535.4556391	20847917.2826	8.0977443609	31.3393182204	7.63157894737	17.2161456272	4.81804511278	14.0676442987	27219.8225564	174428861.978	92.2255639098	4957.2092713	2.11879699248	47.2565639663	0.154887218045	0.148942280513	1723.6481203	340795.71979	342	665	10495.9354839	24387786.2862	6.41935483871	32.308012487	7.56451612903	22.6329344433	5.74193548387	22.3204994797	21501.3870968	152495015.947	125.967741935	3668.99895942	0.629032258065	10.2010926119	0.209677419355	0.165712799168	1727.22580645	468966.432882	31	62	10137.4545455	14323391.3388	5.72727272727	23.2892561983	9.18181818182	19.6033057851	7.45454545455	12.9752066116	20270.0909091	65999892.8099	116.727272727	1900.01652893	1.45454545455	10.2479338843	0.0	0.0	1706.45454545	293760.429752	4	11	7783.2962963	11625439.7641	2.62962962963	6.15912208505	7.40740740741	19.1303155007	9.14814814815	40.2002743484	19648.8148148	88254018.225	31.3333333333	990.148148148	7.11111111111	258.172839506	0.296296296296	0.208504801097	1632.88888889	416028.987654	12	27	9747.54761905	18177567.5096	4.42857142857	14.5306122449	5.5	14.369047619	9.5119047619	43.6070011338	24379.9047619	195620295.134	91.2142857143	4291.54931973	1.0	13.3571428571	0.202380952381	0.232851473923	1705.33333333	385146.507937	37	84	GOLD	V	SILVER	V	
TunderB	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10222.7777778	8406700.17284	4.11111111111	9.20987654321	5.0	6.44444444444	5.66666666667	13.1111111111	17236.3333333	60877042.6667	134.888888889	981.87654321	1.88888888889	28.5432098765	0.777777777778	0.172839506173	1744.11111111	149608.987654	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9923.95614035	10884810.8139	1.90350877193	3.68367189905	5.0350877193	8.54262850108	13.0526315789	51.4533702678	16646.2280702	58758452.8076	29.8070175439	376.366266544	9.0701754386	399.661742074	1.40350877193	0.924899969221	1862.27192982	274200.654124	66	114	8237.0	0.0	3.0	0.0	5.0	0.0	6.0	0.0	17372.0	0.0	31.0	0.0	0.0	0.0	2.0	0.0	1822.0	0.0	0	1	GOLD	III			
Tuitionalbee9	595	11878.6981132	23244102.5126	7.56603773585	23.1890352439	6.41509433962	9.71448914204	5.62264150943	14.2349590602	27087.8490566	164357386.732	110.320754717	9130.89711641	1.62264150943	31.1406194375	1.62264150943	1.78212887148	1824.37735849	386107.291563	22	53	12652.1902655	19925641.7912	7.24336283186	19.6000665675	6.16371681416	8.01301981361	6.38053097345	22.766700603	27694.159292	170650123.541	150.681415929	8940.45602631	2.41592920354	62.0305427207	1.98672566372	3.65911582739	1906.61504425	307981.829685	108	226	12041.8474576	13988221.1123	6.06779661017	14.8089629417	6.0	7.45762711864	7.30508474576	20.2120080437	21270.6949153	97781096.7205	168.881355932	4716.4096524	1.20338983051	19.8569376616	1.64406779661	1.14449870727	1917.91525424	250855.772479	30	59	12371.4508671	24793704.9875	7.24277456647	26.2763206255	5.91329479769	10.1369908784	7.35838150289	22.2877476695	19824.0751445	91212705.3296	180.664739884	5298.81245615	1.46820809249	27.7287580607	0.583815028902	0.531992381971	1801.39306358	357578.411975	90	173	8998.44444444	5283194.02469	2.0	2.77777777778	6.33333333333	6.77777777778	14.2222222222	34.1728395062	20360.0	54747625.4444	19.3333333333	93.6666666667	7.05555555556	254.385802469	3.44444444444	1.58024691358	1856.83333333	169682.472222	9	18	11909.469697	16239960.037	4.98484848485	10.3482552801	5.10606060606	6.30693296602	10.5151515152	45.3709825528	30757.6060606	194325174.208	144.227272727	7914.44834711	1.0303030303	22.9081726354	2.06060606061	2.60238751148	1930.22727273	298053.054408	38	66	GOLD	IV	GOLD	IV	
tuinholindo	247	10511.5	3252612.25	8.5	20.25	8.5	0.25	5.5	0.25	32009.5	3387440.25	38.0	9.0	0.0	0.0	2.0	1.0	1873.0	26569.0	0	2	14120.5294118	29338282.0138	9.41176470588	24.7128027682	8.52941176471	13.7785467128	4.88235294118	16.6920415225	38845.2941176	307748045.855	189.235294118	10377.7093426	4.94117647059	202.996539792	1.35294117647	1.05190311419	2056.11764706	516718.103806	8	17	10291.5454545	17830633.3388	5.0	13.0909090909	6.0	13.8181818182	7.18181818182	28.8760330579	20344.6363636	129127045.868	106.272727273	5709.83471074	1.09090909091	11.9008264463	0.545454545455	0.429752066116	1685.36363636	413966.77686	6	11	10590.4615385	25201391.5562	4.88461538462	19.9482248521	5.61538461538	10.775147929	6.26923076923	17.9659763314	18470.0	116464734.846	143.961538462	8538.65236686	3.61538461538	114.236686391	0.769230769231	0.408284023669	1689.19230769	463728.232249	12	26	9729.66666667	13289432.8034	2.46153846154	5.10322156476	5.08547008547	10.1978230696	13.3931623932	56.1702096574	18501.7606838	98385213.0709	21.9743589744	717.63182117	10.6837606838	439.823069618	1.35042735043	1.04814084301	1825.25641026	356081.951348	61	117	10534.1351351	12496060.0898	3.2972972973	4.77647918188	5.2972972973	9.2899926954	11.2027027027	50.13458729	29227.4189189	200755976.135	61.972972973	4318.48575603	2.89189189189	117.069393718	1.43243243243	1.62381300219	1879.21621622	300867.628926	36	74	PLATINUM	V	GOLD	V	
tuFi buNo	74	9922.0	0.0	7.0	0.0	8.0	0.0	6.0	0.0	32441.0	0.0	33.0	0.0	23.0	0.0	2.0	0.0	1719.0	0.0	0	1	12749.6086957	12780040.586	5.30434782609	10.1247637051	5.52173913043	11.2930056711	8.0	15.5652173913	32026.173913	143296597.187	110.260869565	6236.88846881	0.826086956522	15.0132325142	1.26086956522	0.801512287335	2028.52173913	257597.293006	13	23	7904.5	46943052.25	4.0	16.0	6.0	36.0	3.5	12.25	16421.5	269665662.25	115.0	13225.0	0.0	0.0	0.0	0.0	1366.5	1358390.25	0	2	11229.8888889	34599845.8765	5.88888888889	23.8765432099	6.0	14.8888888889	8.0	61.3333333333	19873.2222222	138636734.173	142.666666667	6323.11111111	0.0	0.0	0.333333333333	0.222222222222	1795.77777778	538894.617284	3	9	9353.0	18427469.2632	1.63157894737	2.86426592798	3.68421052632	8.53185595568	13.0526315789	75.7340720222	17723.0	175651854.737	33.7894736842	883.218836565	6.15789473684	150.027700831	1.57894736842	0.980609418283	1797.0	591246.0	12	19	11160.3	22816363.51	4.3	12.01	3.65	4.8275	10.0	68.4	26816.6	222829682.64	136.8	7263.06	0.85	13.7275	1.05	0.7475	1875.75	388294.3875	7	20	GOLD	V	GOLD	V	
TubaFoca	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9670.08695652	16914925.0359	4.91304347826	11.0359168242	5.95652173913	10.0415879017	7.21739130435	39.9962192817	25428.7826087	188362304.431	62.5652173913	3490.85444234	0.695652173913	5.86389413989	0.0	0.0	1713.73913043	433409.236295	6	23	11800.5	3454022.25	9.5	2.25	6.5	0.25	11.5	0.25	18691.0	3276100.0	151.0	1089.0	0.0	0.0	0.0	0.0	1868.0	89401.0	0	2	11077.3125	28133361.0898	7.375	29.359375	6.6875	12.96484375	8.9375	28.30859375	18113.0	81521063.375	142.0	5863.5	0.0	0.0	0.0	0.0	1697.1875	434446.402344	7	16	9354.25	4928628.1875	3.0	8.5	5.5	7.25	14.75	18.6875	20200.25	72964220.1875	13.75	59.6875	0.0	0.0	0.25	0.1875	1837.5	208003.25	2	4	8797.7	11267619.21	3.9	9.29	3.9	5.69	8.5	38.25	19663.3	90298896.01	42.4	1120.84	0.4	1.44	0.2	0.16	1636.3	380097.01	6	10	BRONZE	II	BRONZE	IV	
Tu mia da Ekko	544	11553.7019868	15605962.1562	6.99337748344	20.3377044866	4.9701986755	8.50573439761	6.65562913907	17.9012762598	23452.294702	117932273.135	163.225165563	3024.71751239	4.67880794702	78.6551138108	0.890728476821	0.574152449454	1815.65562914	313098.417833	166	302	10046.4590164	12300696.15	3.40983606557	7.94678849772	4.81967213115	6.73797366299	6.03278688525	25.1136791185	29414.4754098	164458845.364	164.672131148	3229.040043	6.09836065574	130.514915345	1.0	0.885245901639	1732.75409836	289259.857565	26	61	10915.1304348	11007898.3163	4.94202898551	11.0691031296	4.72463768116	7.93866834699	8.65217391304	31.5746691871	23969.4275362	128347536.882	161.811594203	2613.87754673	2.86231884058	44.7419134636	0.898550724638	0.670867464818	1793.54347826	252117.306081	77	138	10812.3	4203638.21	4.0	5.6	5.6	12.04	6.9	12.89	16620.0	35127692.0	170.4	830.24	3.5	31.45	0.2	0.16	1880.3	117290.41	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10006.8484848	5985400.97704	2.69696969697	5.66574839302	5.15151515152	8.73461891644	9.15151515152	33.7043158861	23511.969697	80864658.8779	132.606060606	3288.54178145	1.27272727273	16.9862258953	1.75757575758	1.21395775941	1865.09090909	142790.688705	13	33	PLATINUM	IV	GOLD	III	
Tsú	501	14180.3636364	12777164.0496	12.0	30.7272727273	6.0	12.5454545455	6.45454545455	16.6115702479	23517.0909091	103265849.174	214.0	4137.81818182	0.0	0.0	1.18181818182	0.694214876033	1840.90909091	162197.900826	8	11	13075.3793103	15737214.9251	7.96551724138	13.9643281807	4.8275862069	13.7288941736	7.68965517241	14.0071343639	29330.4482759	157026148.868	112.75862069	3915.28656361	0.0	0.0	1.34482758621	0.777645659929	1748.13793103	271971.015458	19	29	11561.6917808	15650507.2269	5.41095890411	12.0365922312	5.1095890411	7.13867517358	7.7602739726	28.4973259523	17179.7191781	70883618.202	173.219178082	4725.40401576	8.33561643836	240.483252017	2.41095890411	2.29686620379	1847.21917808	296101.349221	70	146	11442.4883721	11414460.808	4.62790697674	12.9778258518	5.81395348837	7.12817739319	7.16279069767	21.6711736074	16872.6976744	39555241.0016	179.0	2879.34883721	5.88372093023	224.986479178	1.16279069767	0.694429421309	1840.51162791	152878.156842	16	43	9368.70479705	11425729.1453	2.13653136531	4.86327800547	4.59040590406	7.63666072085	13.5608856089	65.4344848246	16273.2177122	58295470.3327	42.8376383764	4462.82972726	14.7675276753	878.222709386	3.46863468635	2.80990182596	1793.6199262	274661.46071	130	271	9020.0	0.0	2.0	0.0	7.0	0.0	10.0	0.0	28091.0	0.0	21.0	0.0	16.0	0.0	2.0	0.0	1724.0	0.0	0	1	PLATINUM	II	GOLD	I	
